Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"12 YEARS","Lucky Rathore","12 YEARS","Sad🥺❤️","Playlist","CHF032508005","0cIA4bUqEKOSxJGudhEUlc"
"Deewana Kar Raha Hai","Javed Ali","Raaz 3","Sad🥺❤️","Playlist","INS181202495","2tva3nN2kQhBjHMC7Zlty6"
"Sanam Teri Kasam","Himesh Reshammiya","Sanam Teri Kasam (Original Motion Picture Soundtrack) [Deluxe Edition]","Sad🥺❤️","Playlist","GBSGZ1500559","6Wuj97Iy5tDUCng1PX9x5H"
"Bol Kaffara Kya Hoga","Dj Chetas","Bol Kaffara Kya Hoga","Sad🥺❤️","Playlist","FRX762128606","0tE7G1E9Mc2Eo5ZUIfKQbo"
"Sunn Le Zara","Arnab Dutta","1921 (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INZ031403090","5td0Iz1f7nbC4GX1npZte2"
"Ye Tune Kya Kiya","Pritam","Once Upon Ay Time In Mumbai Dobaara !","Sad🥺❤️","Playlist","INS181304385","2cPUB8EOT6AfJ8oxhyoNXL"
"Tanha Hua","Jyoti Nooran","Zero","Sad🥺❤️","Playlist","INS181803002","4pvWJ4u5cQ5Mmb123iA6hj"
"Bewajah","Himesh Reshammiya","Sanam Teri Kasam (Original Motion Picture Soundtrack) [Deluxe Edition]","Sad🥺❤️","Playlist","GBSGZ1500561","2Pf4gxPUxLOZ5buYFBVWev"
"Sunn Raha Hai","Ankit Tiwari","Aashiqui 2","Sad🥺❤️","Playlist","INS181303032","5PvwPy5eRO8BPwpRzCHK3D"
"Bekhayali (From ""Kabir Singh"")","Sachet Tandon","Bekhayali (From ""Kabir Singh"")","Sad🥺❤️","Playlist","INS181901739","1feANd8EfcDP5UqSvbheM3"
"Tu hai kahaan","Tuneit","Tu hai kahaan","Sad🥺❤️","Playlist","GX4R52597595","7HQbaN76WIUcpcWy9KpLJv"
"Tu Hain Kahan (Slowed & Reverb)","Karan Bhambhani","Tu Hain Kahan (Slowed & Reverb)","Sad🥺❤️","Playlist","IEWNY2402285","6cWPmcGedrAyCxPefvkX1k"
"Pal Pal","Abhishek Thapa","Pal Pal","Sad🥺❤️","Playlist","TCAIT2435058","2V82bSJqzG3PqIpRP5FIVD"
"TU HAI YAHAN","Akpanku","TU HAI YAHAN","Sad🥺❤️","Playlist","QZTVM2437930","3vFIsZCMu2UxW9VK9wJNLX"
"Mann Mera - Original Version","Gajendra Verma","Mann Mera (Original Version)","Sad🥺❤️","Playlist","INS172501376","1As2Jo89VTF9V3D6GuOPr9"
"Hasi - Male Version","Ami Mishra","Hamari Adhuri Kahani (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171500727","32765xcLM1fd6wQIpkN9A0"
"Shiddat Title Track","Manan Bhardwaj","Shiddat","Sad🥺❤️","Playlist","INS182101535","5O9jxRlG72h1sYxtqWwUcF"
"Khamoshiyan","Jeet Gannguli","Khamoshiyan (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171402465","6zCQF5tu7HVwU9shhKqiuF"
"Tadap Tadap","KK","Hum Dil De Chuke Sanam","Sad🥺❤️","Playlist","INS189912033","6n6hEYHXBzWfdSzBX20ZRw"
"Ek Bewafaa Hai","Sonu Nigam","Bewafaa (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT100400007","1PL4f0FhA8SW79C4h5mWM2"
"Hale Dil","Harshit Saxena","Murder 2","Sad🥺❤️","Playlist","INS181101310","6GQK4G5o60E8YA18DGpAzv"
"Khayaal","Talwiinder","Khayaal","Sad🥺❤️","Playlist","INS172300906","4D8eFUu6Hvulrq6CGqGaLR"
"Ehsaas","Faheem Abdullah","Ehsaas","Sad🥺❤️","Playlist","INUM72500325","5PetOhEX9N0oyBB0Keqobv"
"Aye Khuda","Kshitij Tarey","Murder 2","Sad🥺❤️","Playlist","INS181101312","1SdMHj6tJp2YZ5INflJR1T"
"Teri Yaadon Se","Pranaay","Blood Money (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171200123","0FXXvePGfMxgENnXLpBc76"
"Hum Jee Lenge","Mustafa Zahid","Murder 3 (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171300019","1gekzL984xr4fbxVgVGQhC"
"Uska Hi Banana (From ""1920 Evil Returns"")","Arijit Singh","Arijit Singh Broken Strings","Sad🥺❤️","Playlist","INS181204311","3h6Xvd0lISog6GxTk4X6MK"
"O Khuda","Amaal Mallik","Hero","Sad🥺❤️","Playlist","INS181501276","5bdX7jiXtSbHX35pgxJo8p"
"Bhula Dena","Mustafa Zahid","Aashiqui 2","Sad🥺❤️","Playlist","INS181303037","0WNCYgCd33LnBnw22WFuq8"
"Chaahat","Jeet Gannguli","Blood Money (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171200120","6cLdrOr82mTQdwaqT9fkou"
"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev","Tum Hi Aana (From ""Marjaavaan"")","Sad🥺❤️","Playlist","INS181905004","6E9UwSfT80age2xknoMS7Y"
"O Saathi","Atif Aslam","O Saathi (From ""Baaghi 2"")","Sad🥺❤️","Playlist","INS181800584","6fScgF2Y63ScU73nYju0ny"
"Muskurane - Romantic","Jeet Gannguli","Citylights (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171400522","6fW78cd0p3ZDUzoqvx2Xqe"
"Ishq","Faheem Abdullah","Lost;Found","Sad🥺❤️","Playlist","FR96X2451081","1hlbywc8Jhl1FFqJxAMabE"
"Aaja We Mahiya","Imran Khan","Unforgettable","Sad🥺❤️","Playlist","GBRCG0900002","5MoJ3MVKGGf25LxrFoxDSK"
"Milne Hai Mujhse Aayi (From ""Aashiqui 2"")","Arijit Singh","Arijit Singh Broken Strings","Sad🥺❤️","Playlist","INS181303040","24b9eObMccIrDSs3NvdrRd"
"Jo Tum Mere Ho","Anuv Jain","Jo Tum Mere Ho","Sad🥺❤️","Playlist","INUM72400721","0eCajpR75pDW0r64U6hP2x"
"Tera Chehra","Himesh Reshammiya","Sanam Teri Kasam (Original Motion Picture Soundtrack) [Deluxe Edition]","Sad🥺❤️","Playlist","GBSGZ1500562","0fU73va0bnroitbOzudBU4"
"Dard Dilo Ke","Mohammed Irfan","The Xpose","Sad🥺❤️","Playlist","INS181400812","2NxMbuIckpHvpXe220f4uw"
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Sad🥺❤️","Playlist","INS181902088","2Fv2injs4qAm8mJBGaxVKU"
"Gulabi Aankhen","Sanam","Universally SANAM","Sad🥺❤️","Playlist","INUM71900031","1ccZZf0IQi5y0bHMl2aGDF"
"Apna Bana Le","Sachin-Jigar","Bhediya (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INZ031411736","1hA697u7e1jX2XM8sWA6Uy"
"Tu Hi Tu","Mohammed Irfan","Kick","Sad🥺❤️","Playlist","INS181401382","2f5sTEhwX8qwCPgGPBavdx"
"Zara Zara","Bombay Jayashri","Rehnaa Hai Terre Dil Mein","Sad🥺❤️","Playlist","INH100152390","4Q7Q9bmbY5Lo7YamHngO4O"
"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Arijit Singh","Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Sad🥺❤️","Playlist","INS181902087","6aPMWbbdhDhiJHlknZb9Yx"
"Banjaara","Mohammed Irfan","Ek Villain","Sad🥺❤️","Playlist","INS181401028","4eFnk661RcdOuH9ajiTO3j"
"Kabhi Jo Baadal Barse (From ""Jackpot)","Arijit Singh","Love Dose Arijit Singh","Sad🥺❤️","Playlist","INS181306448","2dOWkdPfiT9SU2Wm734Rh6"
"Baarish","Mohammed Irfan","Yaariyan","Sad🥺❤️","Playlist","INS181306566","6ABHr8kYCws5z6gC9Lwith"
"Tera Deedar Hua","Pritam","Jannat 2 (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171200267","0d1JQdBaeetUo8xAiKCT3C"
"Itni Si Baat Hain (From ""Azhar"")","Arijit Singh","Love Forever With Arijit Singh","Sad🥺❤️","Playlist","INS181600638","55TlMMnPJTk9Qq6CrqB6dx"
"Let Her Go x Husn","Lewis Hanton","Let Her Go x Husn","Sad🥺❤️","Playlist","GX89G2479648","06fP8ZtG6SRN5gs9MMB1dQ"
"People X Nainowale Ne - Lofi","Callen Row","People Nainowale Ne - Lofi","Sad🥺❤️","Playlist","FRDKW2312463","5jCnhZKmBykDEvQPoRcyTP"
"Let Me Down Slowly x Main Dhoondne","sunnyys","Let Me Down Slowly x Main Dhoondne","Sad🥺❤️","Playlist","GXESV2425535","0WZDdNTbEhvesp8uCjAQCk"
"Mujhe Peene Do","Arshman Naeem","Mujhe Peene Do","Sad🥺❤️","Playlist","QZHN62486414","4RDPlsamlf5IQdYKNRT6l4"
"Paaro","Aditya Rikhari","Paaro","Sad🥺❤️","Playlist","INUM72400244","5ByLpy1feHoHXoM4IC4BvW"
"Akhiyan Udeek Diyan","Master Saleem","Shiddat","Sad🥺❤️","Playlist","INS182101538","5ZHglFJ4SxGJWfgfeSekmj"
"Hum Dum","Ankit Tiwari","Shiddat","Sad🥺❤️","Playlist","INS182101534","1QhcBKt0schkJBhiZx6lxn"
"Barbaadiyan","Sachet Tandon","Shiddat","Sad🥺❤️","Playlist","INS182101533","6qZyM6JV8ohLC4S2EL5sFh"
"Chitta","Manan Bhardwaj","Shiddat","Sad🥺❤️","Playlist","INS182101536","6JUQViD0hLXlvWXCV4uUF8"
"Jug Jug Jeeve","Sachet Tandon","Shiddat","Sad🥺❤️","Playlist","INS182101532","0tjnLIbuF8mwLUKq3CNIdH"
"Shiddat (Reprise)","Manan Bhardwaj","Shiddat","Sad🥺❤️","Playlist","INS182101537","4dy4m6vhOY3BcCVp5fdhQQ"
"Teri Yaadon Mein","KK","The Killer","Sad🥺❤️","Playlist","INS180600780","4ZVfIGaZP93t0stmBj4FqA"
"Apnaa Mujhe Tu Lagaa","Sonu Nigam","1920 Evil Returns","Sad🥺❤️","Playlist","INS181204310","70O5Rpo2B2FB4B5bf68JWw"
"Tujhe Main Pyar Karu","Kailash Kher","1920","Sad🥺❤️","Playlist","INS180907816","0xZNtGobZ3wnDeGoFPwN2N"
"Uska Hi Banana","Arijit Singh","1920 Evil Returns","Sad🥺❤️","Playlist","INS181204311","5TJOAIWHRYW8pRBpnvLUo1"
"Aaj Ro Len De","Sharib Sabri","1920 London","Sad🥺❤️","Playlist","INS181600641","4PNvrhAowLbeOxX5VOHBGf"
"Tu Hai Ki Nahi","Ankit Tiwari","Roy","Sad🥺❤️","Playlist","INS181427587","4brSaQIT3bnnE41D042fgL"
"Teri Deewani","Kailash Kher","Kailasa","Sad🥺❤️","Playlist","INS170600102","2iNqdCchlUZEgjJbQyZf8T"
"Awari","Adnan Dhool","Ek Villain","Sad🥺❤️","Playlist","INS181401038","7IEww1rwWe1scos6rarOYh"
"Mareez - E - Ishq","Shaarib Toshi","Zid (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171402347","2HqSND303T7sT0wOPj3K3C"
"Baatein Ye Kabhi Na - Male","Jeet Gannguli","Khamoshiyan (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171402463","0PxMHdQ6bSz9q0eJj3kJzb"
"Aasan Nahin Yahan","Arijit Singh","Aashiqui 2","Sad🥺❤️","Playlist","INS181303038","06zJUeKU5KFy50Cho6pDcr"
"Main Agar","Pritam","Tubelight (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171701529","45IVxWsY3y0wLLk77bZWlA"
"Zaroorat","Mustafa Zahid","Ek Villain","Sad🥺❤️","Playlist","INS181401037","32U1XMh3DKlm45uvpofhvY"
"Allah Waariyan","Shafqat Amanat Ali","Yaariyan","Sad🥺❤️","Playlist","INS181306568","6YYVzVapUF3UnZQ0igasl3"
"Lambiyaan Si Judaiyaan","Arijit Singh","Raabta","Sad🥺❤️","Playlist","INS181700909","5eycUcX0HZsZjSKPD58pF8"
"Zara Zara","Omkar Singh","Zara Zara","Sad🥺❤️","Playlist","INH102309279","5wPcoRRCCuhST2JAL2iBAt"
"Ek Raat","Vilen","Ek Raat","Sad🥺❤️","Playlist","IND381700400","5trLYW0GIV2xESg4lbJrhY"
"Yeh Dil Deewana","Sonu Nigam","Pardes (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT109700003","1dZuiEX0EjvQai3N7BlUmT"
"Ae Dil Hai Mushkil Title Track","Pritam","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]","Sad🥺❤️","Playlist","INS171602089","1UWacd8x8tPPwmrPB1MoBI"
"Lo Maan Liya (From ""Raaz Reboot"")","Arijit Singh","2016 Shining Star - Arijit Singh","Sad🥺❤️","Playlist","INS181601362","0VgwIvS4QrT75GqKpIyoUz"
"Barsaat Ke Mausam Mein","Kumar Sanu","Naajayaz (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT109500041","1hGj2l3qGnv33MGXqse1hQ"
"Mujhe Peene Do","Darshan Raval","Mujhe Peene Do","Sad🥺❤️","Playlist","FRS182091238","3FbZoPzEaUBOD84l1FwFEH"
"Mujhe Peene Do","Arshman Naeem","Mujhe Peene Do","Sad🥺❤️","Playlist","QMDA72202887","3yjpjV7kO47ADdIx5HNcyv"
"Tere Ishq Mein Naachenge","Kumar Sanu","Raja Hindustani (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT109600007","6WvdfYCOHdM5p72uYRh1ir"
"Ranjheya Ve","Zain Zohaib","Ranjheya Ve","Sad🥺❤️","Playlist","QZN882298909","5J9L7IbadCt0ivs9xmNrr0"
"Paro","Aditya Rikhari","Paro","Sad🥺❤️","Playlist","DGA0Q2419565","6nRGPf5tpeJtKpXZO5cgIT"
"Sahiba","Aditya Rikhari","Sahiba","Sad🥺❤️","Playlist","INS182303606","0eLtIxPRNJfsmehITZ1qaJ"
"Pal Pal ","","Afusic, Talwiinder","Sad🥺❤️","Playlist","","3GBwhjvoetzYWrueA1It0t"
"Teri Yaad Yaad Yaad","Ghulam Ali","Bewafaa (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT100400008","0fop0xkp8P9b7JTJSDdBB4"
"BAWAL","DhiruMonchik","BAWAL","Sad🥺❤️","Playlist","INN2I2503185","148gVN30DwI6zL5pgpYfSA"
"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh","Thodi Jagah (From ""Marjaavaan"")","Sad🥺❤️","Playlist","INS181905108","3f0wz6zcA7XkQiGm0qNF5r"
"Dua Kijiye","Sameer Khan","Dua Kijiye","Sad🥺❤️","Playlist","INT102305404","1wiN20nbVrsOepCSBgFjDy"
"Deewaniyat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)","Vishal Mishra","Deewaniyat (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","USA2P2542425","3EKHZNd0qflQK8UImpUu3k"
"Gal Sun","Sabat Batin","Gal Sun","Sad🥺❤️","Playlist","USL4Q2570155","0DCmf7066T5DAjiF8uahv1"
"Yaad Na Aaye","Akull","Yaad Na Aaye","Sad🥺❤️","Playlist","INUM72200001","6cNosdXGIRwFb2jtBay1mu"
"Pal Pal Dil Ke Paas - Title Track - From ""Pal Pal Dil Ke Paas""","Arijit Singh","Pal Pal Dil Ke Paas - Title Track (From ""Pal Pal Dil Ke Paas"")","Sad🥺❤️","Playlist","INZ031406006","3xeqwaUWpJI8j5gmCaHxt8"
"Teri Yaadon Mein","KK","The Killer","Sad🥺❤️","Playlist","INS180600780","4ZVfIGaZP93t0stmBj4FqA"
"Mann Mera","Gajendra Verma","Table No. 21 (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","GBSGZ1200069","0mwAlZqPUWpZJIut93y40W"
"Saanson Ko (From ""Zid"")","Shaarib Toshi","Saanson Ko (From ""Zid"")","Sad🥺❤️","Playlist","INS171402346","1HzNbxPRn9onoxxeZByHYJ"
"Hola Amigo","KR$NA","FAR FROM OVER","Sad🥺❤️","Playlist","INK492300297","19pHSvXUwErAXFktkvYMk9"
"Sun Saathiya - Lofi Mix by L3AD","Sachin-Jigar","Sun Saathiya (Lofi Mix by L3AD)","Sad🥺❤️","Playlist","INZ031413956","6l7MsekT9Le9GvAkn5ZTVH"
"Main Woh Chaand","Darshan Raval","Teraa Surroor","Sad🥺❤️","Playlist","INS181600170","06uNwpGEx0XElATDWFwsxZ"
"Lo Maan Liya","Arijit Singh","Raaz Reboot","Sad🥺❤️","Playlist","INS181601362","2wJ9d1Gfj8OqcznPAroqvh"
"Bekhudi","Darshan Raval","Teraa Surroor","Sad🥺❤️","Playlist","INS181600182","3EliEN3AUNuC8IFzcCJGxO"
"Pal Pal","","Afusic, Talwiinder","Sad🥺❤️","Playlist","","1mpHqWMiccSPgy8CF36XJs"
"Aankhein Khuli","Jatin-Lalit","Mohabbatein","Sad🥺❤️","Playlist","INY090000004","16XEVyPh5NT31CAAqPbxQF"
"Roi Naa","løve.wav","Roi Naa","Sad🥺❤️","Playlist","USL4Q2150518","46UPtWGq5rRVLDDOCu4z1G"
"Sochta Hoon Keh Woh Kitne Masoom Teh - Complete Original Recording","Nusrat Fateh Ali Khan","Ustad Nusrat Fateh Ali Khan","Sad🥺❤️","Playlist","GBKRT1854104","3NTyFn8VbAe7eGpMWaZfsx"
"Labon Ko","Pritam","Bhool Bhulaiyaa","Sad🥺❤️","Playlist","INS180705571","5WncH5iZ5GFlnXm7jKEXVP"
"Jee Karda","Sachin-Jigar","Badlapur (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","GBSGZ1400274","2F1alKpRT9rPJYy079fRDt"
"THAT'S WHY","Chyde","THAT'S WHY","Sad🥺❤️","Playlist","QZTB42598696","4AwimtC3ISH768JK4ILrxO"
"别让爱凋落（Mylove 请别让爱凋落）","卢润泽","别让爱凋落（Mylove 请别让爱凋落）","Sad🥺❤️","Playlist","NL3M12513475","0dTqewnzu5VztCjyAvUI3J"
"My Love","Justin S","My Love","Sad🥺❤️","Playlist","DGA062508553","3LGbq87WzfU0WHfgxogRD2"
"Aadat - From ""Kalyug""","Atif Aslam","Kalyug (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INH100510220","5VrLz2NUTLbPzgjuVOjxUx"
"Hothon Se Chhu Lo Tum - From ""Prem Geet""","Jagjit Singh","Dard-E-Jigar","Sad🥺❤️","Playlist","INP100300059","4mBmsPcPa1Eu4LDTHq55Ab"
"Love Is A Waste Of Time","Sonu Nigam","Pk","Sad🥺❤️","Playlist","INS181420959","0q8g9felKNWRG6lBxQ7FX6"
"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra","Kaise Hua (From ""Kabir Singh"")","Sad🥺❤️","Playlist","INS181903732","1y1rQTkWmrZdJmjwuK07GC"
"Tu Aake Dekhle","King","The Carnival","Sad🥺❤️","Playlist","FRX762050882","5BKKKNwrebowaMoUdBaNby"
"Dooron Dooron","Paresh Pahuja","Dooron Dooron","Sad🥺❤️","Playlist","FR10S2206597","0q5e5KtUOhYQujmhLP0pKd"
"Jab Bhi Teri Yaad","IZSHOJ","Jab Bhi Teri Yaad","Sad🥺❤️","Playlist","QZNWU2268470","2yeZJ2AaEZx8M9JMfuHHzX"
"Bol Na Halke Halke","Shankar-Ehsaan-Loy","Jhoom Barabar Jhoom","Sad🥺❤️","Playlist","INY090700151","0u8wprNfOdcWpUlWnfMcpP"
"Sajdaa","Shankar-Ehsaan-Loy","My Name Is Khan (Original Motion Picture Soundtrack [Deluxe Edition])","Sad🥺❤️","Playlist","INS170900501","0Qa9pTZLUC95wJCHGYMIg4"
"Tere Bin (From ""Simmba"")","Rahat Fateh Ali Khan","Tere Bin (From ""Simmba"")","Sad🥺❤️","Playlist","INS181802846","4f5kLqyOJ5ZPnalEVMQrB2"
"Jiya Dhadak Dhadak Jaye - From ""Kalyug""","Rahat Fateh Ali Khan","Best Old Songs","Sad🥺❤️","Playlist","INH100510219","06c7zIhhtyfmpuJUgkP9aM"
"Teri Ore","Pritam","Singh Is Kinng (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT130800414","5aU0fpmu2sdYJVOHVHCz5s"
"Ajj Din Chadheya","Pritam","Love Aaj Kal (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","GBSGZ0900022","4nI0hEooMKdC8qIvBXz1WZ"
"Dagabaaz Re","Rahat Fateh Ali Khan","Dabangg 2","Sad🥺❤️","Playlist","INS181207217","6MudETKykE31rz3v2DOHa0"
"Dost Banke","Gurnazar","Dost Banke","Sad🥺❤️","Playlist","US38Y2401511","2k0D2OXWXwuwBPXLQQYmZx"
"Dil Pe Zakham Khate Hain","Nusrat Fateh Ali Khan","Revamped, Vol. 3 (Remix)","Sad🥺❤️","Playlist","GBKRT2246001","0Dg23zVaNGqUpEtKq9yoVn"
"Sanson Ki Mala Peh Simroon","Nusrat Fateh Ali Khan","Ustad Nusrat Fateh Ali Khan","Sad🥺❤️","Playlist","GBKRT1854109","48NOGLR1kttuaPAQMKQavI"
"Halka Halka Saroor","Nusrat Fateh Ali Khan","Ustad Nusrat Fateh Ali Khan","Sad🥺❤️","Playlist","GBKRT1854107","3JpgL5TzK5mqcwjPUKlF54"
"Kali Kali Zulfon Ke Phande Nah Dalo","Nusrat Fateh Ali Khan","Shahen-Shah (Real World Gold)","Sad🥺❤️","Playlist","GBCPA8901121","0FTfaxNtqgYbqPPcrWQ1IS"
"Mere Rashke Qamar (From ""Baadshaho"")","Nusrat Fateh Ali Khan","Mere Rashke Qamar (From ""Baadshaho"")","Sad🥺❤️","Playlist","INS181701288","50sbcAcWHgDPRDkYBEUpkA"
"Dekhte Dekhte","Atif Aslam","Batti Gul Meter Chalu","Sad🥺❤️","Playlist","INS181801890","1scGwkyXNCl19wrBDhnAWg"
"Tumhen Dillagi Bhool Jaani Padegi","Nusrat Fateh Ali Khan","Mehfil By Nusrat Fateh Ali Khan Vol.4","Sad🥺❤️","Playlist","INN170510180","2xhW7AN54l5H0M2mOtfUWl"
"Bol Do Na Zara","Armaan Malik","Bollywood Romantic Songs With Armaan Malik","Sad🥺❤️","Playlist","INS181600615","5XD2tP1DRH2NJgp45HiEQA"
"Musafir (From ""Sweetiee Weds Nri"")","Palash Muchhal","Musafir (From ""Sweetiee Weds Nri"")","Sad🥺❤️","Playlist","INS181700809","6O6L3hL5IlKuMhMqggTX4w"
"Har Kisi Ko (From ""Boss)","Arijit Singh","Love Dose Arijit Singh","Sad🥺❤️","Playlist","INS181305660","4A7eOIbt19Wk5OXjVxE3SI"
"Zara Sa","Pritam","Jannat (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS170800033","18YHbIhrleUkKKj2DvEp79"
"Shaam Bhi Khoob Hai","Kumar Sanu","Karz: The Burden Of Truth","Sad🥺❤️","Playlist","INS180241177","2VgsJClN9yk5zrwiCcFYa5"
"Dil Laga Liya Maine","Nadeem Shravan","Dil Hai Tumhaara (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT100200009","5thheALMKZqEl479BxqAnL"
"Falak Tak","Vishal-Shekhar","Tashan","Sad🥺❤️","Playlist","INY090800007","0IudGhdeJZwJ0Ps6ndtQDt"
"Agar Tum Mil Jao - From ""Zeher""","Shreya Ghoshal","Zeher (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INH100502935","14k5ZaCWRYwXdz2FWCaQby"
"Piya Aaye Na","Tulsi Kumar","Aashiqui 2","Sad🥺❤️","Playlist","INS181303036","1ELMyeJLDHUz3cK3XTWgEi"
"Bye","Aditya Bhardwaj","Bye","Sad🥺❤️","Playlist","TCAGP2204116","0PGU5mcLncBYE8yuVpSwqA"
"Hamari Adhuri Kahani (Title Track)","Jeet Gannguli","Hamari Adhuri Kahani (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INS171500730","3HiobOOpSpMsi95WBKPBYk"
"Zaroori Tha","Rahat Fateh Ali Khan","Back 2 Love","Sad🥺❤️","Playlist","INUM71400256","0JChw6k59cZxegh0SGceE1"
"Tum Todo Na (Male)","Ash King","I","Sad🥺❤️","Playlist","INS181427606","0WCP8cKDu29QkKtapB3JSr"
"Hue Bechain (From ""Ek Haseena Thi Ek Deewana Tha"")","Yasser Desai","Hue Bechain (From ""Ek Haseena Thi Ek Deewana Tha"")","Sad🥺❤️","Playlist","INSY92400051","2qQmPENf7misI6Qtt3IXUu"
"Mera Hua (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)","Annkur R Pathakk","Mera Hua (From ""Ek Deewane Ki Deewaniyat"") (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","USA2P2549572","6AruzerQiOr65Muh9T7rGI"
"I’m Done. - I-Popstar: Vol. 1","Maan Panu","I-Popstar: Vol. 1 | Episodes 1–3","Sad🥺❤️","Playlist","INW262543714","0YRpv07J0y7J73X87efpia"
"Pal Pal Dil Ke Paas - From ""Blackmail""","Kishore Kumar","The Golden Years, Vol. 1","Sad🥺❤️","Playlist","INP100300046","71j40GUuIgwpEGmoupat2O"
"Humdum","Aditya Rikhari","Humdum","Sad🥺❤️","Playlist","INUM72400431","1ZbcAMnlobqTAg2gZp3po1"
"Tu Junooniyat (Climax Song)","Shrey Singhal","Junooniyat","Sad🥺❤️","Playlist","INS181600799","5IorK4S2LrsneibnEjC8uF"
"Bulleya","Vishal-Shekhar","Sultan","Sad🥺❤️","Playlist","INY091600054","3tgdOveYac7YMEAQD9sGLf"
"Tu Jaane Na","Pritam","Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT100900025","4iFPsNzNV7V9KJgcOX7TEO"
"Bol Bol Bol","Ila Arun","Trimurti (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INT109500313","1l3xwcLUBx61xoZ40nXDs2"
"Aankhon Mein Aansoo (From ""Ek Haseena Thi Ek Deewana Tha"")","Yasser Desai","Aankhon Mein Aansoo (From ""Ek Haseena Thi Ek Deewana Tha"")","Sad🥺❤️","Playlist","INSY92400050","6teGf0IP6j98l86C09EWQr"
"Isq Risk","Sohail Sen","Mere Brother Ki Dulhan","Sad🥺❤️","Playlist","INY091100022","0rxEPf4Y6uBmV3hkrV340a"
"Phir Mohabbat","Mohammed Irfan","Murder 2","Sad🥺❤️","Playlist","INS181101313","2b2HutIDmoeBnnKRWDLAtV"
"Woh Ladki Bahut Yaad Aati","Kumar Sanu","Qayamat (Original Motion Picture Soundtrack)","Sad🥺❤️","Playlist","INV110300598","6T2D4mdJ0qRS0GIZmf5pPU"
"Yaaron Sab Dua Karo","Ritik Gupta","Yaaron Sab Dua Karo","Sad🥺❤️","Playlist","DGA0T2407994","2jmflUL0E4h8zDfj2dNfjn"
"Ishq-E-Jaan","Rahat Fateh Ali Khan","Ishq-E-Jaan","Sad🥺❤️","Playlist","INA3S2105316","7IhEb2oc4WwmhKXh5p2EpV"
"Malang","Pritam","Dhoom:3","Sad🥺❤️","Playlist","INY091300051","65bMbbRjIlGyJBgQRi6Qvv"
"Intaha Ho Gai Intezar Ki","Kishore Kumar","Sharaabi","Sad🥺❤️","Playlist","INH109635900","61OuMhMwq1ukmfrOnrrQGV"
"Mere Rang Mein Rangne Wali","S. P. Balasubrahmanyam","Maine Pyar Kiya","Sad🥺❤️","Playlist","INH109440770","3Ml6yp86hwJG0UKTyZ8Loa"
"Tere Naam","Udit Narayan","Tere Naam","Sad🥺❤️","Playlist","INS180376676","0mXcEgjLvFcdwCJ6iMFdL4"
